COUNT_PER_TEN_DAYS,PRODUCT_CODE,MIN_PRODUCT_COST,MAX_PRODUCT_COST,AVG_PRODUCT_COST,MIN_FLUCTUATION_RATE,MAX_FLUCTUATION_RATE
0,111,1915.0,2762.0,2379.3095238095234,0.9985650769502792,1.0009205419916054
1,111,1920.0,2787.5,2377.872023809524,0.9981424765379083,1.0011871387479976
2,111,1935.0,2802.5,2389.410714285714,1.0018039953834144,1.0088595827023694
3,111,2006.0,2811.0,2396.9378720238096,1.0019844278126668,1.0066445945301792
4,111,2040.0,2831.0,2401.326388888889,1.0014172748584904,1.0036353170812684
5,111,2070.0,2834.5,2407.9131944444443,1.0019177582865255,1.0034886234085139
6,111,2075.0,2841.0,2410.559523809524,1.000271675531252,1.003465265242845
7,111,2110.0,2849.0,2415.3561507936506,1.000651493079894,1.0039912496706775
8,111,2121.5,2869.0,2420.9131944444443,0.9996206391673662,1.0042668819607312
9,111,2175.5,2869.0,2422.9980158730154,0.9992783396065569,1.0025402140790936
10,111,2187.0,2869.0,2413.0818452380954,0.9944914049030068,0.9985587327116514
11,111,2177.0,2875.5,2405.2911706349205,0.994798389165319,0.9988223813206933
12,111,2177.0,2878.5,2401.633333333333,0.9978534548185838,0.9990886629536845
13,111,2177.0,2878.5,2399.7440476190477,0.9978431976685838,1.0005689109896674
14,111,2177.0,2882.0,2400.0863095238096,0.998665796678742,1.0018021308068965
15,111,2180.0,2889.0,2407.977777777778,0.9997503116831545,1.0057883095907496
16,111,2183.0,2889.0,2411.0228174603176,1.0003527549969746,1.0024636430423268
17,111,2186.0,2891.0,2409.914806547619,0.998437729317421,1.001701904248593
18,111,2202.0,2891.0,2418.6344246031745,1.0019279176942233,1.0053300028657213
19,111,2226.0,2904.5,2424.1365327380954,0.9995540449601966,1.005803204779492
20,111,2249.0,2904.5,2431.3531746031745,1.0007353687008222,1.0053615503103723
21,111,2249.0,2904.5,2434.6130952380954,0.9990067693333015,1.0027845501062558
22,111,2249.0,2892.5,2434.205158730159,0.9981683639007368,1.0012367517821528
23,111,2220.5,2889.0,2437.544932208995,0.9968887528757429,1.0083366849074304
24,111,2196.6666666666665,2877.0,2441.127397486772,0.9975160277865566,1.0134014293835791
25,111,2230.0625,2810.875,2452.3399305555554,0.9982011341752973,1.0100478486684272
26,111,2157.875,2810.875,2448.3536259920634,0.9823749120370211,1.011515263988975
27,111,2162.75,2790.625,2464.8597222222224,1.0031439272671245,1.009725652670931
28,111,2164.35,2773.75,2471.3088417658732,0.9912698713584053,1.0100349085613076
29,111,2211.5,2713.0,2487.8157572751325,0.9948609408578716,1.0167934049593177
30,111,2285.0,2740.5,2483.9511904761907,0.996094602639131,1.0038354774567944
31,111,2295.325,2740.5,2482.616071428571,0.998420933850893,1.001022343884572
32,111,2295.0,2740.5,2474.948660714286,0.9960711761363777,0.9986456015630933
33,111,2282.5,2760.5,2473.23005952381,0.9983574255168,1.000351667222133
34,111,2282.5,2762.0,2468.770486111111,0.997279161755879,1.0001069069437176
35,111,2281.5,2762.0,2466.428240740741,0.9987850282565817,0.9994784828318978
0,112,2418.25,3325.0,2808.9300595238096,0.9968526617542275,0.9991149957883181
1,112,2397.75,3325.0,2807.2447916666665,0.9986439109842974,1.000577372842783
2,112,2397.75,3325.0,2803.553571428571,0.9982312704928078,0.9998021156074794
3,112,2369.5625,3325.0,2800.09375,0.9978144637694274,0.9997737658929461
4,112,2370.8125,3325.0,2802.390625,1.0005915982121276,1.0010407804558323
5,112,2361.4375,3325.0,2808.5604166666667,0.9999549891859915,1.0053998012320742
6,112,2361.4375,3325.0,2814.1939484126983,1.0007130680728846,1.0052113935688738
7,112,2340.75,3325.0,2813.3157242063494,0.9962891063357864,1.0020490856777737
8,112,2339.0,3325.0,2801.9803240740744,0.9944995605324753,0.9977346570893914
9,112,2335.75,3325.0,2798.805555555556,0.9984733444216857,0.999085027569815
10,112,2316.5,3325.0,2795.34375,0.9974196234758926,0.9997175576439172
11,112,2304.5,3325.0,2780.3690476190473,0.9921921034431737,0.9961587672789921
12,112,2289.5,3325.0,2765.5520833333335,0.9927638015885867,0.9981695653526691
13,112,2290.0,3325.0,2772.641369047619,0.9974040541060255,1.0069274933829777
14,112,2348.5,3325.0,2786.407738095238,1.0021371172487603,1.0090651163130697
15,112,2362.5,3325.0,2805.1618055555555,1.0035759003095652,1.009882236785067
16,112,2391.0,3325.0,2813.898809523809,1.0024454236526346,1.004498764146464
17,112,2396.25,3327.5,2828.265997023809,1.0021258983234749,1.0074019703128356
18,112,2408.5,3337.5,2832.6304563492063,1.0006960816913157,1.0029248713496164
19,112,2411.25,3337.5,2837.480530753968,1.0011455632831832,1.0018998905628533
20,112,2411.25,3337.5,2839.6739417989415,0.9999318894642965,1.0015927077508433
21,112,2417.5,3337.5,2840.1328125,0.9994367516012345,1.000713977445389
22,112,2417.75,3337.5,2841.612103174603,0.9989136977062142,1.003064169449052
23,112,2426.5,3337.5,2856.0601438492063,0.9975081522681989,1.0145500416736488
24,112,2446.0,3315.0,2876.253968253968,0.999376818873246,1.0158173415740286
25,112,2453.25,3290.0,2890.1840277777774,0.9991397088902884,1.0100747731193038
26,112,2407.5,3255.0,2865.2482638888887,0.9860660141745073,0.9978409930270296
27,112,2415.125,3202.5,2855.1388888888887,0.9901663377324003,1.003759699802337
28,112,2421.0625,3150.0,2842.543402777778,0.986397393264519,1.0013762466654603
29,112,2432.375,3150.0,2811.5353835978835,0.9860965189043575,0.9980888392590019
30,112,2444.75,3160.0,2818.7705853174607,0.9981290572960678,1.0058965126918835
31,112,2448.0,3297.5,2835.6696428571427,1.00188417603054,1.0130368197428223
32,112,2446.75,3337.5,2867.364025297619,1.0064716653388,1.0127898992107083
33,112,2446.75,3337.5,2869.5833333333335,0.9985231795005962,1.0037890993287215
34,112,2436.75,3337.5,2863.4950396825393,0.9927198118060822,1.000842037022403
35,112,2426.3125,3325.0,2834.4372106481483,0.9889033539254241,0.990742631040472
0,141,4095.2333333333336,5301.903571428571,4738.4489512471655,0.9938738600353544,0.9992418827470854
1,141,4095.2333333333336,5310.003571428571,4726.446461640211,0.996537378033489,0.9983221549073198
2,141,4095.2333333333336,5321.428571428572,4724.020601851852,0.9993343645356703,0.9999136666243911
3,141,4093.3333333333335,5321.428571428572,4724.232473544973,0.9997565909482274,1.000518458345911
4,141,4095.2428571428577,5342.861904761904,4726.027017195766,0.9994237855084575,1.000713073129223
5,141,4165.717857142857,5368.096428571429,4745.951593915343,1.001923641809472,1.0070334106370857
6,141,4198.101190476191,5427.627380952382,4761.324652305367,0.9999674425278019,1.0057449794441746
7,141,4224.767857142858,5440.0035714285705,4772.649167375283,1.000641960480009,1.003334538039358
8,141,4259.051190476191,5471.908333333333,4795.394195641219,1.0017978934609768,1.006040798029565
9,141,4291.426190476191,5488.090476190476,4791.724173280423,0.9963517473563573,1.0022105897394369
10,141,4302.859523809525,5445.240476190476,4791.17248441043,0.9988086156242458,1.0013315861933145
11,141,4318.101190476191,5441.4309523809525,4805.104922524565,0.9994843004130609,1.005856905817253
12,141,4348.567857142858,5439.52619047619,4819.173826058201,1.0017842704350677,1.0041113803209687
13,141,4348.567857142858,5439.52619047619,4829.590244708995,1.0012591812056881,1.0044033592854436
14,141,4386.667857142857,5475.239285714287,4852.431813350339,1.0024966704695029,1.006351319301545
15,141,4411.4309523809525,5475.239285714287,4868.055689484127,1.0016020874056348,1.004173097660962
16,141,4411.4309523809525,5499.047619047619,4879.391361961451,1.0007002025124863,1.0047196889927699
17,141,4415.240476190476,5570.155952380953,4896.310554846939,1.001266284754085,1.0045549442935051
18,141,4415.240476190476,5594.914285714286,4905.3476190476185,0.9993399384980487,1.002678070240753
19,141,4399.998809523809,5591.111904761904,4899.412067743764,0.9976103968094595,1.0002201158009154
20,141,4346.663095238096,5591.111904761904,4896.602872260015,0.9971221339250498,1.0007872267363398
21,141,4342.854761904761,5591.111904761904,4887.017991780045,0.9971394584556751,0.9987563183327465
22,141,4342.854761904761,5570.790476190476,4889.7725,0.9998176020225397,1.0017579912911927
23,141,4346.663095238096,5568.890476190477,4901.159942680776,1.0017619735454433,1.0031035352251032
24,141,4344.758333333333,5568.890476190477,4907.848172949736,1.0008288861601637,1.0034876275884057
25,141,4344.758333333333,5584.604761904761,4918.678419312168,1.0015774975002003,1.0025799245293683
26,141,4350.474999999999,5572.217857142857,4922.223776455026,0.9991455079130218,1.0025036220627515
27,141,4386.666666666667,5567.455952380952,4934.277962962963,1.0005155084633202,1.005733173544028
28,141,4439.996428571429,5542.064285714286,4945.262025226757,0.9991119292668323,1.0074412050424522
29,141,4569.529761904762,5542.064285714286,4962.963566468254,1.0035537107214925,1.0043309382063115
30,141,4594.285714285715,5521.747619047619,4954.085408399471,0.9948049000256924,1.0052861250090512
31,141,4599.997619047618,5459.679761904762,4974.177735260771,0.9927593071183237,1.0152570839095532
32,141,4626.665476190476,5380.947619047619,4957.274961026076,0.9884115086894553,1.0048593667731167
33,141,4626.665476190476,5404.7642857142855,4923.34337207105,0.9916020491484345,0.9964528403924476
34,141,4565.715476190476,5337.153571428571,4907.769064153438,0.9944358831647322,0.99993058992064
35,141,4577.144047619048,5301.903571428571,4856.271329365079,0.9888181955944867,0.9935392413605878
0,142,6820.0,9634.583333333334,8036.213822751323,0.9961494403557486,0.9992834684403765
1,142,6820.0,9659.583333333334,8032.26875,0.997725681740871,1.0010141458117847
2,142,6820.0,9622.916666666666,8028.521754850088,0.9979292658478268,1.0008556028083875
3,142,6853.333333333333,9659.583333333334,8037.141666666667,1.0003585516603841,1.0016937914599469
4,142,6825.0,9659.583333333334,8031.181018518518,0.9978880932615034,1.0002530054587362
5,142,6773.333333333333,9659.583333333334,8044.491666666668,0.9983574491168558,1.0055963116513753
6,142,6773.333333333333,9664.583333333334,8067.734523809525,0.9999320482212752,1.004560965159448
7,142,6773.333333333333,9732.5,8066.5835317460305,0.997917101257844,1.0007343564022
8,142,6773.333333333333,9732.5,8090.5220238095235,1.0005686494848887,1.004876202598452
9,142,6773.333333333333,9732.5,8104.305092592594,1.0013660034127179,1.002798372711553
10,142,6760.0,9732.5,8104.756150793651,0.9992733446651196,1.0015142604414975
11,142,6735.0,9742.5,8126.221494708993,0.9994223296417544,1.0034894623870074
12,142,6718.333333333333,9742.5,8134.236574074074,1.0004625845105382,1.0011455161849314
13,142,6685.0,9742.5,8138.030952380952,0.9991146390622179,1.0011498097598481
14,142,6671.666666666667,9752.5,8158.624338624338,1.0015300065897434,1.0033500251684744
15,142,6588.333333333333,9831.666666666666,8180.09375,0.9985649632306889,1.0058509178863266
16,142,6406.666666666667,9831.666666666666,8170.669642857142,0.9965380746145365,1.0003038566291647
17,142,6376.666666666667,9831.666666666666,8187.6319279100535,0.9999656957632275,1.0041196468035505
18,142,6310.0,9831.666666666666,8206.822255291007,1.0007915922459285,1.0037333065314196
19,142,6310.0,9837.225,8199.237880291004,0.9978577222313386,1.0000336020638583
20,142,6310.0,9843.891666666666,8205.53664021164,1.0004192773562304,1.0007952962302251
21,142,6266.666666666667,9873.333333333334,8211.058382936508,0.9987578573667815,1.0028519588737568
22,142,6370.0,9873.333333333334,8242.843730158731,1.0028945381923056,1.008746702244508
23,142,6555.0,9888.333333333334,8292.602226631392,1.0036297762166562,1.0109137487017428
